id,docking_score,num_conformers,smiles,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
18603,-9.309675,59,O=C(OCC=CC=C=[C-]O)c1cc(NCC2=CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(NCC2=CCCCC2)ccc1NC1=CNC(C=C1)O,C25H28N3O4,434.51,32,6,0.28,10,4,5,128.67,102.85,2.59,4.01,3.31,2.08,2.62,2.92,-4.54,0.0126,2.89e-05,Moderately soluble,-5.87,0.000583,1.34e-06,Moderately soluble,-3.87,0.0585,0.000135,Soluble,High,No,Yes,No,No,Yes,No,Yes,-6.1,0,0,0,0,0,0.56,0,4,3,4.76
18607,-9.309675,59,O=C(OCC=CC=C=[C-]O)c1cc(NCC2=[C-]CCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(NCC2=[C-]CCCC2)ccc1NC1=CNC(C=C1)O,C25H27N3O4,433.5,32,6,0.28,10,4,5,127.34,102.85,2.98,4.01,3.11,2.08,2.62,2.96,-4.53,0.0127,2.93e-05,Moderately soluble,-5.87,0.000582,1.34e-06,Moderately soluble,-3.87,0.0583,0.000135,Soluble,High,No,Yes,No,No,Yes,No,Yes,-6.1,0,0,0,0,0,0.56,0,3,3,4.72
9792,-9.309136,22,CCCCCC#Cc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,CCCCCC#Cc1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O,C25H27N2O4,419.49,31,6,0.28,10,4,4,125.08,90.82,4.88,5.25,3.6,2.62,3.9,4.05,-5.23,0.00246,5.87e-06,Moderately soluble,-6.91,5.2e-05,1.24e-07,Poorly soluble,-4.1,0.0334,7.96e-05,Moderately soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.13,0,0,0,0,1,0.56,0,4,3,4.87
3900,-9.30643,48,C=CCCCCNc1ccc(NC2=CNC(O)C=C2)c(C(=O)OC[O+]C=C(C)[C-]O)c1,Molecule 1,C=CCCCCNc1ccc(c(c1)C(=O)OC[O+]C=C([C-]O)C)NC1=CNC(C=C1)O,C23H29N3O5,427.49,31,6,0.35,14,5,5,123.09,112.08,0.0,4.36,2.87,1.43,2.38,2.21,-4.46,0.0149,3.5e-05,Moderately soluble,-6.43,0.000159,3.72e-07,Poorly soluble,-4.52,0.0129,3.02e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-5.81,0,0,1,0,0,0.55,0,5,3,4.66
18540,-9.30619,158,O=C(OCC=CC=C=[C-]O)c1cc(NC2CCCCC2[P+])ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1[P+],C24H27N3O4P,452.46,32,6,0.33,9,4,5,130.2,102.85,0.0,3.43,3.53,1.95,1.6,2.1,-4.35,0.0202,4.46e-05,Moderately soluble,-5.27,0.00243,5.37e-06,Moderately soluble,-3.34,0.205,0.000453,Soluble,High,No,Yes,No,No,Yes,No,Yes,-6.62,0,1,0,0,0,0.55,0,4,2,5.22
20251,-9.305977,36,O=C(OOCC=CC=C=[C-]P)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,P[C-]=C=CC=CCOOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C24H29N3O4P,454.48,32,6,0.33,10,4,4,132.5,105.44,3.64,4.17,3.39,2.76,2.03,3.2,-4.76,0.00783,1.72e-05,Moderately soluble,-6.09,0.000367,8.08e-07,Poorly soluble,-3.89,0.0585,0.000129,Soluble,High,No,Yes,No,Yes,Yes,No,Yes,-6.11,0,1,0,0,0,0.56,0,4,3,4.98
14342,-9.3050585,47,O=C(OCC=CC=C=[C-]Br)c1cc(NC2CCCCC2)ccc1NC1=CNC(OO)C=C1,Molecule 1,OOC1NC=C(C=C1)Nc1ccc(cc1C(=O)OCC=CC=C=[C-]Br)NC1CCCCC1,C24H27BrN3O4,501.39,32,6,0.33,10,4,4,132.13,91.85,4.5,5.32,4.48,3.07,2.93,4.06,-5.78,0.000834,1.66e-06,Moderately soluble,-7.0,5.01e-05,9.99e-08,Poorly soluble,-4.58,0.0132,2.62e-05,Moderately soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.58,1,2,0,0,1,0.56,0,3,3,4.81
19165,-9.304192,74,O=C(OCC=CC=C=[C-]O)c1cc([S-]=C2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)[S-]=C1CCCCC1,C24H26N2O4S,438.54,31,6,0.29,8,4,4,127.78,122.91,0.0,3.62,3.17,2.68,1.92,2.28,-4.45,0.0154,3.51e-05,Moderately soluble,-5.89,0.000567,1.29e-06,Moderately soluble,-3.75,0.0771,0.000176,Soluble,High,No,Yes,No,No,Yes,No,No,-6.4,0,0,0,0,0,0.56,1,5,3,4.75
19586,-9.302835,83,O=C(OCC=CC=C[C-](O)Cl)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-](C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1)Cl,C24H29ClN3O4,458.96,32,6,0.38,10,4,5,130.55,102.85,2.42,5.04,3.77,2.23,2.73,3.24,-5.34,0.0021,4.58e-06,Moderately soluble,-6.94,5.26e-05,1.15e-07,Poorly soluble,-4.08,0.0379,8.26e-05,Moderately soluble,High,No,Yes,No,No,Yes,No,Yes,-5.52,0,1,0,0,1,0.56,0,2,3,4.74
17188,-9.302365,19,O=C(OCC=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(Br)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)Br)NC1CCCCC1,C24H27BrN3O3,485.39,31,6,0.33,9,3,4,131.04,82.62,4.36,5.67,4.55,2.65,3.38,4.12,-5.97,0.000519,1.07e-06,Moderately soluble,-7.17,3.28e-05,6.76e-08,Poorly soluble,-4.86,0.00673,1.39e-05,Moderately soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.24,0,2,0,0,1,0.56,0,5,3,4.74
14840,-9.301552,26,O=C(OCC=CC=C=[C-]O)C1=C2C[S+]2=CC=C1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)C1=C2C[S+]2=CC=C1NC1=CNC(C=C1)O,C18H17N2O4S,357.4,25,0,0.17,7,4,4,100.05,110.03,0.0,0.56,0.23,0.62,1.16,0.51,-1.95,4.04,0.0113,Very soluble,-2.44,1.29,0.00361,Soluble,-0.81,55.9,0.156,Soluble,High,No,No,No,No,No,No,No,-8.08,0,0,0,0,0,0.55,1,6,1,5.15
7971,-9.301353,92,CC1=CC(Nc2ccc(NC3=CNC(O)C=C3)c(C(=O)OCC=CC=C=[C-]O)c2)C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CC(=C1)C,C23H24N3O4,406.45,30,6,0.22,9,4,5,119.06,102.85,2.3,3.06,2.53,1.67,1.84,2.28,-3.84,0.0585,0.000144,Soluble,-4.89,0.00528,1.3e-05,Moderately soluble,-3.09,0.33,0.000811,Soluble,High,No,Yes,No,No,Yes,No,No,-6.61,0,0,0,0,0,0.56,0,4,2,4.82
18913,-9.300898,48,O=C(OCC=CC=C=[C-]O)c1cc(NSC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(NSC2CCCCC2)ccc1NC1=CNC(C=C1)O,C24H28N3O4S,454.56,32,6,0.33,10,4,5,131.93,128.15,2.89,4.67,3.79,1.95,2.33,3.13,-5.08,0.00379,8.33e-06,Moderately soluble,-7.09,3.71e-05,8.16e-08,Poorly soluble,-3.58,0.121,0.000266,Soluble,High,No,Yes,No,No,Yes,No,Yes,-5.76,0,1,0,0,0,0.56,0,4,3,4.83
19628,-9.29734,62,O=C(OCC=CC=[C+][C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-][C+]=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C24H28N3O4,422.5,31,6,0.38,10,4,5,124.34,102.85,0.0,4.32,2.88,2.03,2.39,2.32,-4.66,0.00915,2.17e-05,Moderately soluble,-6.19,0.00027,6.4e-07,Poorly soluble,-3.86,0.0587,0.000139,Soluble,High,No,Yes,No,No,No,No,No,-5.81,0,0,0,0,0,0.55,0,2,3,4.66
14245,-9.29683,38,O=C(OCC=C(Cl)C=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC(=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1)Cl,C24H27ClN3O4,456.94,32,6,0.33,9,4,5,129.13,102.85,1.96,4.65,3.71,2.16,2.59,3.01,-5.15,0.00326,7.12e-06,Moderately soluble,-6.54,0.000133,2.91e-07,Poorly soluble,-4.08,0.0382,8.36e-05,Moderately soluble,High,No,Yes,No,No,Yes,No,Yes,-5.79,0,0,0,0,0,0.56,0,3,3,4.75
18838,-9.296771,44,O=C(OCC=CC=C=[C-]O)c1cc(NCCCF)ccc1NC1=CNC(O)C=C1,Molecule 1,FCCCNc1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O,C21H23FN3O4,400.42,29,6,0.24,11,5,5,112.08,102.85,1.37,3.12,2.59,1.42,2.13,2.12,-3.72,0.0771,0.000193,Soluble,-4.95,0.00451,1.13e-05,Moderately soluble,-3.57,0.107,0.000267,Soluble,High,No,Yes,No,No,Yes,No,No,-6.53,0,0,1,0,0,0.56,0,3,2,4.46
17346,-9.295737,38,O=C(OCC=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(PO)C=C1,Molecule 1,OPC1NC=C(C=C1)Nc1ccc(cc1C(=O)OCC=CC=C=[C-]O)NC1CCCCC1,C24H29N3O4P,454.48,32,6,0.33,10,4,5,132.65,116.44,3.72,4.12,3.74,1.55,1.79,2.98,-4.73,0.00842,1.85e-05,Moderately soluble,-6.27,0.000243,5.35e-07,Poorly soluble,-3.58,0.121,0.000266,Soluble,High,No,Yes,No,No,Yes,No,Yes,-6.15,0,1,0,0,0,0.56,0,4,3,4.85
9633,-9.295007,50,CCC1Nc2ccc(NC3=CNC(O)C=C3)c(C(=O)OCC=CC=C=[C-]O)c21,Molecule 1,CCC1Nc2c1c(C(=O)OCC=CC=C=[C-]O)c(cc2)NC1=CNC(C=C1)O,C21H22N3O4,380.42,28,6,0.24,8,4,5,113.01,102.85,2.86,2.07,1.57,1.31,1.74,1.91,-3.13,0.28,0.000736,Soluble,-3.86,0.0526,0.000138,Soluble,-2.93,0.448,0.00118,Soluble,High,No,Yes,No,No,Yes,No,No,-7.15,0,0,0,0,0,0.56,0,3,2,4.62
19742,-9.294916,49,O=C(OCC=CC[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C23H29N3O4,411.49,30,6,0.43,10,4,5,120.37,102.85,0.0,4.13,2.91,1.89,2.16,2.22,-4.48,0.0136,3.3e-05,Moderately soluble,-6.0,0.000415,1.01e-06,Moderately soluble,-4.18,0.027,6.56e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-5.88,0,0,0,0,0,0.56,0,2,3,4.63
8110,-9.294071,86,CC1=PCC(Nc2ccc(NC3=CNC(O)C=C3)c(C(=O)OCC=CC=C=[C-]O)c2)CC1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCC(=PC1)C,C24H27N3O4P,452.46,32,6,0.29,9,4,5,132.51,136.99,2.12,1.46,3.11,1.88,4.51,2.61,-3.11,0.351,0.000777,Soluble,-3.94,0.0516,0.000114,Soluble,-3.67,0.0974,0.000215,Soluble,Low,No,Yes,No,No,Yes,No,No,-8.02,0,1,0,1,0,0.56,0,4,2,5.26
8146,-9.294071,86,CC1=[P-]CC(Nc2ccc(NC3=CNC(O)C=C3)c(C(=O)OCC=CC=C=[C-]O)c2)CC1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1C[P-]=C(CC1)C,C24H27N3O4P,452.46,32,6,0.29,9,4,5,132.51,136.99,2.91,1.46,3.11,1.88,1.92,2.26,-3.11,0.351,0.000777,Soluble,-3.94,0.0516,0.000114,Soluble,-3.67,0.097,0.000214,Soluble,Low,No,Yes,No,No,Yes,No,No,-8.02,0,1,0,1,0,0.56,0,4,2,5.26
8341,-9.293693,168,CC1CC=PC(Nc2ccc(NC3=CNC(O)C=C3)c(C(=O)OCC=CC=C=[C-]O)c2)C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1P=CCC(C1)C,C24H27N3O4P,452.46,32,6,0.29,9,4,5,132.51,136.99,4.04,2.01,3.31,1.88,4.11,3.07,-3.46,0.158,0.00035,Soluble,-4.51,0.0139,3.06e-05,Moderately soluble,-3.22,0.275,0.000607,Soluble,Low,No,Yes,No,No,Yes,No,Yes,-7.63,0,1,0,1,0,0.56,0,4,2,5.47
8352,-9.293245,129,CC1CC=[S+]C(Nc2ccc(NC3=CNC(O)C=C3)c(C(=O)OCC=CC=C=[C-]O)c2)C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1[S+]=CCC(C1)C,C24H27N3O4S,453.55,32,6,0.29,9,4,5,132.96,134.94,0.0,3.36,2.45,1.88,0.68,1.67,-4.31,0.022,4.86e-05,Moderately soluble,-5.87,0.00061,1.34e-06,Moderately soluble,-3.22,0.273,0.000603,Soluble,High,No,Yes,No,No,Yes,No,No,-6.68,0,1,0,1,0,0.55,1,5,2,5.41
8304,-9.292013,152,CC1CC#[C+]C(Nc2ccc(NC3=CNC(O)C=C3)c(C(=O)OCC=CC=C=[C-]O)c2)C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1[C+]#CCC(C1)C,C25H26N3O4,432.49,32,6,0.28,9,4,5,127.31,102.85,0.0,3.9,2.69,2.08,2.32,2.2,-4.52,0.013,3e-05,Moderately soluble,-5.76,0.000755,1.75e-06,Moderately soluble,-3.61,0.107,0.000248,Soluble,High,No,Yes,No,No,Yes,No,No,-6.17,0,0,0,0,0,0.55,0,4,3,5.27
8299,-9.292013,152,CC1CC#CC(Nc2ccc(NC3=CNC(O)C=C3)c(C(=O)OCC=CC=C=[C-]O)c2)C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1C#CCC(C1)C,C25H26N3O4,432.49,32,6,0.28,9,4,5,127.31,102.85,4.45,3.9,2.69,2.08,2.32,3.09,-4.52,0.013,3e-05,Moderately soluble,-5.76,0.000755,1.75e-06,Moderately soluble,-3.61,0.107,0.000248,Soluble,High,No,Yes,No,No,Yes,No,Yes,-6.17,0,0,0,0,0,0.56,0,4,3,5.27
7321,-9.291943,49,CC([C-]O)=CCOC(=O)c1cc(NC=[N-])ccc1NC1=CNC(O)C=C1,Molecule 1,[N-]=CNc1ccc(c(c1)C(=O)OCC=C([C-]O)C)NC1=CNC(C=C1)O,C18H19N4O4,355.37,26,6,0.22,9,5,5,102.01,102.85,0.0,1.78,1.18,0.72,0.64,0.86,-2.74,0.645,0.00181,Soluble,-3.56,0.0983,0.000277,Soluble,-2.87,0.483,0.00136,Soluble,High,No,Yes,No,No,No,No,No,-7.2,0,0,0,0,0,0.56,0,3,2,4.21
18984,-9.28997,58,O=C(OCC=CC=C=[C-]O)c1cc(ONC2CCCCC2)ccc1NC1=CNC(F)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ONC2CCCCC2)ccc1NC1=CNC(C=C1)F,C24H27FN3O4,440.49,32,6,0.33,10,6,4,123.21,91.85,4.06,5.01,4.2,2.46,2.67,3.68,-5.21,0.00274,6.22e-06,Moderately soluble,-6.68,9.23e-05,2.09e-07,Poorly soluble,-4.07,0.0372,8.45e-05,Moderately soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.43,0,0,0,0,1,0.56,0,5,3,4.82
15587,-9.288506,120,O=C(OCC=CC=C=[C-]O)C1=CC2CC3CCC23C=C1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)C1=CC2CC3C2(C=C1NC1=CNC(C=C1)O)CC3,C22H23N2O4,379.43,28,0,0.36,7,4,4,107.22,90.82,2.11,3.14,1.88,1.6,1.49,2.04,-3.71,0.0742,0.000196,Soluble,-4.72,0.00728,1.92e-05,Moderately soluble,-1.33,17.9,0.0472,Soluble,High,No,Yes,No,No,Yes,No,No,-6.39,0,0,0,0,0,0.56,0,3,1,5.97
18694,-9.288442,197,O=C(OCC=CC=C=[C-]O)c1cc(NCC2CCCC=[SH]2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(NCC2CCCC=S2)ccc1NC1=CNC(C=C1)O,C24H28N3O4S,454.56,32,6,0.29,10,4,5,134.58,141.65,0.0,2.83,2.63,1.88,0.97,1.66,-3.92,0.0547,0.00012,Soluble,-5.46,0.00157,3.45e-06,Moderately soluble,-3.47,0.154,0.000339,Soluble,Low,No,Yes,No,No,No,No,No,-7.06,0,1,1,1,0,0.56,1,5,2,5.17
11169,-9.287485,79,C[C+]1=CCC(Nc2ccc(NC3=CNC(O)C=C3)c(C(=O)OCC=CC=C=[C-]O)c2)C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CC=[C+](C1)C,C24H26N3O4,420.48,31,6,0.25,9,4,5,123.86,102.85,0.0,3.56,2.92,1.88,2.09,2.09,-4.24,0.0243,5.77e-05,Moderately soluble,-5.41,0.00165,3.93e-06,Moderately soluble,-3.36,0.185,0.00044,Soluble,High,No,Yes,No,No,Yes,No,No,-6.34,0,0,0,0,0,0.55,0,4,3,4.96
20289,-9.287437,41,O=C(OSC=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CSOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C23H26N3O4S,440.54,31,6,0.3,9,4,5,127.12,128.15,0.0,4.52,3.75,1.74,1.93,2.39,-4.97,0.00474,1.08e-05,Moderately soluble,-6.93,5.14e-05,1.17e-07,Poorly soluble,-3.18,0.288,0.000655,Soluble,High,No,Yes,No,No,Yes,No,Yes,-5.78,0,0,0,0,0,0.56,0,4,3,4.67
14181,-9.287419,63,O=C(OC=NC=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CN=COC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C24H27N4O4,435.5,32,6,0.29,9,5,5,128.02,115.21,3.77,4.15,3.13,1.9,2.24,3.04,-4.7,0.0087,2e-05,Moderately soluble,-6.28,0.00023,5.28e-07,Poorly soluble,-3.17,0.293,0.000673,Soluble,High,No,Yes,No,No,Yes,No,Yes,-6.01,0,0,0,0,0,0.56,0,5,3,4.76
888,-9.287203,79,C=C(CCC)Nc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,CCCC(=C)Nc1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O,C23H26N3O4,408.47,30,6,0.22,11,4,5,121.17,102.85,4.13,4.07,3.12,1.67,2.48,3.09,-4.36,0.0179,4.38e-05,Moderately soluble,-5.93,0.000475,1.16e-06,Moderately soluble,-3.71,0.0787,0.000193,Soluble,High,No,Yes,No,No,Yes,No,Yes,-5.9,0,0,1,0,0,0.56,0,3,3,4.59
7109,-9.285174,111,CC(CCl)Nc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,ClCC(Nc1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O)C,C21H23ClN3O4,416.88,29,6,0.24,10,4,5,116.83,102.85,2.23,3.44,2.44,1.53,2.18,2.36,-4.08,0.0343,8.22e-05,Moderately soluble,-5.28,0.00218,5.24e-06,Moderately soluble,-3.52,0.126,0.000301,Soluble,High,No,Yes,No,No,Yes,No,No,-6.4,0,0,0,0,0,0.56,0,4,2,4.78
7106,-9.283746,110,CC(CCCl)Nc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,ClCCC(Nc1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O)C,C22H25ClN3O4,430.9,30,6,0.27,11,4,5,121.63,102.85,2.25,3.8,2.83,1.74,2.59,2.64,-4.33,0.0203,4.7e-05,Moderately soluble,-5.65,0.000955,2.22e-06,Moderately soluble,-3.91,0.0526,0.000122,Soluble,High,No,Yes,No,No,Yes,No,Yes,-6.23,0,0,1,0,0,0.56,0,4,3,4.84
4193,-9.2836895,52,C=CCCCC[SH]=Nc1ccc(NC2=C(N)C(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,C=CCCCCS=Nc1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1=C(N)C(C=C1)O,C24H28N3O4S,454.56,32,6,0.25,13,5,4,129.6,155.97,0.0,4.41,4.39,1.4,2.65,2.57,-4.72,0.00871,1.92e-05,Moderately soluble,-7.4,1.8e-05,3.96e-08,Poorly soluble,-4.01,0.0442,9.73e-05,Moderately soluble,Low,No,Yes,No,No,Yes,No,Yes,-5.94,0,0,2,1,1,0.11,0,5,3,4.84
26472,-9.283324,105,[C-]C1CCC(Nc2ccc(NC3=CNC(O)C=C3)c(C(=O)OCC=CC=C=[C-]O)c2)CC1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCC(CC1)[C-],C25H27N3O4,433.5,32,6,0.36,9,4,5,126.52,102.85,0.0,4.48,2.96,2.16,2.35,2.39,-4.89,0.00552,1.27e-05,Moderately soluble,-6.36,0.000189,4.37e-07,Poorly soluble,-3.64,0.0995,0.00023,Soluble,High,No,Yes,No,No,Yes,No,Yes,-5.76,0,0,0,0,0,0.56,0,3,3,5.14
4644,-9.282935,56,C=CCNc1ccc(NC2C=CC(=CO)N2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,C=CCNc1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1C=CC(=CO)N1,C21H22N3O4,380.42,28,6,0.14,10,4,5,111.97,102.85,3.11,3.53,2.56,1.23,2.08,2.5,-3.92,0.0456,0.00012,Soluble,-5.37,0.00161,4.23e-06,Moderately soluble,-2.95,0.43,0.00113,Soluble,High,No,Yes,No,No,Yes,No,Yes,-6.11,0,0,0,0,0,0.56,0,4,3,4.19
16673,-9.282637,107,O=C(OCC=CC=C=[C-]O)c1cc(NC2CCC([S-])CC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCC(CC1)[S-],C24H27N3O4S,453.55,32,6,0.33,9,4,5,130.64,102.85,3.25,4.04,2.67,1.95,2.1,2.8,-4.74,0.00822,1.81e-05,Moderately soluble,-5.9,0.000567,1.25e-06,Moderately soluble,-3.34,0.205,0.000453,Soluble,High,No,Yes,No,No,Yes,No,Yes,-6.2,0,1,0,0,0,0.56,0,4,3,5.15
7330,-9.282070000000001,54,CC([C-]O)=CCOC(=O)c1cc(NCCCCCF)ccc1NC1=CNC(O)C=C1,Molecule 1,FCCCCCNc1ccc(c(c1)C(=O)OCC=C([C-]O)C)NC1=CNC(C=C1)O,C22H28FN3O4,417.47,30,6,0.41,13,5,5,117.73,102.85,0.0,3.9,3.14,1.79,2.73,2.31,-4.18,0.0279,6.68e-05,Moderately soluble,-5.76,0.000729,1.75e-06,Moderately soluble,-5.03,0.00392,9.4e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-6.08,0,0,1,0,0,0.56,0,1,3,4.64
17390,-9.281838,12,O=C(OCC=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNOCC1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNOCC1)NC1CCCCC1,C23H28N3O4,410.49,30,6,0.39,9,4,4,119.93,91.85,3.93,4.5,3.59,2.22,2.88,3.42,-4.77,0.00691,1.68e-05,Moderately soluble,-6.15,0.000291,7.08e-07,Poorly soluble,-4.24,0.0235,5.73e-05,Moderately soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.61,0,0,0,0,0,0.56,0,3,3,4.14
19453,-9.280987,46,O=C(OCC=CC=C=[C-]SO)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,OS[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C24H28N3O4S,454.56,32,6,0.33,10,4,5,131.93,128.15,0.0,4.2,3.79,1.95,2.33,2.45,-4.78,0.00749,1.65e-05,Moderately soluble,-6.6,0.000114,2.51e-07,Poorly soluble,-3.58,0.121,0.000266,Soluble,High,No,Yes,No,No,Yes,No,No,-6.09,0,1,0,0,0,0.56,0,3,3,4.75
9620,-9.280264,98,CCC(I)Nc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,CCC(Nc1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O)I,C21H23IN3O4,508.33,29,6,0.24,10,4,5,124.99,102.85,3.97,4.13,2.98,1.74,2.5,3.06,-5.09,0.00416,8.19e-06,Moderately soluble,-6.0,0.000512,1.01e-06,Moderately soluble,-3.76,0.0883,0.000174,Soluble,High,No,Yes,No,No,Yes,No,Yes,-6.47,1,1,0,0,0,0.56,0,6,3,4.81
